,Unnamed: 0,Season,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,BsR,Off,Def,WAR,playerid,clusters
6928,6928,1981,96,384,10,39,46,2,0.089,0.135,0.149,0.261,0.244,0.311,0.394,0.705,0.317,101,-0.7,-0.4,8.7,2.2,1010021,0
6929,6929,1932,127,591,3,70,47,5,0.093,0.124,0.088,0.312,0.272,0.344,0.36,0.704,0.327,93,0.9,-4.6,7.9,2.2,1003785,0
6930,6930,2003,145,535,6,59,67,19,0.077,0.112,0.106,0.295,0.27,0.328,0.376,0.704,0.308,85,8.5,-1.2,4.7,2.2,947,1
6931,6931,2018,147,601,18,65,75,7,0.1,0.186,0.158,0.258,0.23,0.315,0.389,0.704,0.308,91,2.5,-4.2,5.3,2.2,9776,1
6932,6932,1993,153,607,6,54,70,11,0.063,0.15,0.089,0.325,0.282,0.331,0.372,0.703,0.315,94,-1.8,-6.5,7.2,2.2,226,1
6933,6933,2015,153,652,9,83,52,27,0.084,0.186,0.125,0.308,0.256,0.32,0.381,0.701,0.304,92,5.1,-0.8,1.8,2.2,12907,1
6934,6934,1980,139,587,4,95,39,97,0.106,0.169,0.106,0.31,0.257,0.337,0.363,0.7,0.32,100,11.8,12.1,-9.6,2.2,1007478,0
6935,6935,1937,132,539,13,56,69,8,0.072,0.206,0.132,0.306,0.256,0.311,0.387,0.698,0.321,94,1.3,-2.4,7.4,2.2,1003312,0
6936,6936,1979,153,689,2,81,31,20,0.058,0.086,0.077,0.312,0.287,0.333,0.364,0.697,0.316,87,-2.3,-13.6,12.1,2.2,1005036,0
6937,6937,2011,148,640,7,55,49,4,0.053,0.105,0.105,0.298,0.276,0.315,0.382,0.697,0.306,89,1.4,-6.9,8.2,2.2,1609,1
6938,6938,2012,162,663,9,77,55,29,0.033,0.092,0.107,0.3,0.283,0.307,0.39,0.697,0.3,90,3.8,-3.7,2.5,2.2,1101,1
6939,6939,1987,160,584,1,73,35,60,0.067,0.058,0.094,0.29,0.275,0.325,0.37,0.695,0.308,82,3.2,-10.0,11.8,2.2,1010870,0
6940,6940,1969,134,504,6,46,39,0,0.095,0.115,0.094,0.291,0.263,0.337,0.357,0.694,0.311,99,-1.0,-1.7,4.4,2.2,1005244,0
6941,6941,2021,149,637,21,84,62,1,0.093,0.212,0.154,0.266,0.232,0.308,0.386,0.694,0.302,90,0.8,-6.8,7.0,2.2,10556,1
6942,6942,1976,154,675,2,91,31,75,0.108,0.141,0.061,0.324,0.276,0.356,0.337,0.693,0.326,110,4.0,11.4,-12.8,2.2,1009638,0
6943,6943,1989,143,524,4,48,47,3,0.111,0.126,0.086,0.294,0.262,0.345,0.348,0.693,0.318,104,-2.7,-0.2,3.5,2.2,1010300,0
6944,6944,2013,141,511,3,50,41,14,0.102,0.186,0.084,0.328,0.265,0.341,0.35,0.691,0.307,100,-0.7,-0.4,5.3,2.2,3123,1
6945,6945,1996,147,587,14,64,64,16,0.077,0.216,0.156,0.283,0.235,0.3,0.391,0.691,0.305,74,0.4,-20.5,21.1,2.2,281,1
6946,6946,1955,150,684,0,94,50,19,0.117,0.047,0.044,0.294,0.281,0.365,0.325,0.69,0.324,88,2.9,-7.7,10.7,2.2,1012910,0
6947,6947,1988,150,607,7,80,57,29,0.058,0.058,0.081,0.286,0.279,0.327,0.36,0.687,0.31,98,2.2,1.2,-0.4,2.2,1007331,0
6948,6948,1973,160,731,6,78,63,12,0.062,0.085,0.081,0.296,0.277,0.328,0.358,0.686,0.315,90,0.4,-7.7,5.8,2.2,1004385,0
6949,6949,2011,158,681,15,92,44,40,0.093,0.301,0.121,0.343,0.243,0.321,0.364,0.685,0.308,90,8.7,1.2,-1.2,2.2,9328,1
6950,6950,1963,153,648,7,67,65,1,0.048,0.088,0.101,0.291,0.275,0.31,0.375,0.685,0.304,95,0.0,-3.5,6.7,2.2,1009144,0
6951,6951,1982,156,687,7,103,54,32,0.052,0.131,0.101,0.304,0.271,0.312,0.372,0.684,0.306,86,1.7,-9.0,7.5,2.2,1011411,0
6952,6952,1966,149,579,19,50,63,1,0.06,0.195,0.162,0.263,0.236,0.285,0.397,0.682,0.3,84,-0.7,-11.3,11.9,2.2,1006189,0
6953,6953,1984,145,622,4,67,49,13,0.079,0.09,0.07,0.299,0.276,0.335,0.346,0.681,0.311,96,-0.2,-3.1,3.3,2.2,1005737,0
6954,6954,1969,132,507,14,50,53,3,0.079,0.185,0.149,0.263,0.234,0.294,0.383,0.677,0.305,95,0.0,-3.1,6.9,2.2,1012668,0
6955,6955,2011,122,523,5,46,50,3,0.08,0.084,0.062,0.292,0.277,0.335,0.339,0.674,0.303,88,-3.1,-10.3,15.5,2.2,1176,1
6956,6956,2013,149,550,9,52,43,1,0.076,0.175,0.114,0.29,0.248,0.311,0.363,0.674,0.296,93,-0.9,-5.5,9.0,2.2,5343,1
6957,6957,1978,125,556,6,73,45,30,0.034,0.097,0.1,0.292,0.273,0.301,0.372,0.673,0.303,88,1.5,-6.0,8.8,2.2,1009040,0
6958,6958,1962,164,644,7,73,57,13,0.073,0.12,0.1,0.285,0.259,0.312,0.359,0.671,0.3,83,-1.0,-14.8,14.8,2.2,1009950,0
6959,6959,1979,136,594,1,70,65,6,0.047,0.024,0.053,0.291,0.288,0.33,0.34,0.67,0.306,85,-0.6,-11.4,13.0,2.2,1004202,0
6960,6960,1988,160,687,5,70,57,42,0.066,0.074,0.066,0.294,0.277,0.325,0.343,0.668,0.302,98,3.2,1.5,-2.4,2.2,1011481,0
6961,6961,2005,152,635,3,82,29,34,0.039,0.162,0.051,0.345,0.291,0.325,0.341,0.666,0.297,76,7.9,-10.9,12.0,2.2,1876,1
6962,6962,2010,152,629,12,61,64,25,0.079,0.218,0.118,0.297,0.245,0.303,0.363,0.666,0.293,85,2.6,-8.5,7.6,2.2,3255,1
6963,6963,1980,128,500,1,73,19,45,0.162,0.156,0.041,0.306,0.251,0.373,0.292,0.665,0.316,102,1.4,2.4,3.0,2.2,1009638,0
6964,6964,1946,142,650,0,94,34,12,0.057,0.042,0.063,0.294,0.281,0.322,0.343,0.665,0.315,86,2.1,-7.8,9.7,2.2,1011600,0
6965,6965,1933,131,546,11,54,68,3,0.06,0.057,0.115,0.249,0.25,0.299,0.366,0.665,0.31,89,0.5,-6.1,11.6,2.2,1013909,0
6966,6966,1928,140,639,1,67,41,6,0.039,0.059,0.071,0.297,0.279,0.312,0.35,0.662,0.308,71,0.9,-23.2,25.3,2.2,1007976,0
6967,6967,1993,142,613,4,75,41,58,0.08,0.121,0.064,0.3,0.267,0.327,0.33,0.657,0.301,81,2.6,-11.9,12.0,2.2,1001986,0
6968,6968,2005,152,595,11,58,54,21,0.044,0.173,0.117,0.285,0.248,0.29,0.364,0.654,0.287,70,4.9,-17.6,20.3,2.2,1430,1
6969,6969,2014,126,512,14,43,56,1,0.066,0.295,0.144,0.294,0.222,0.286,0.366,0.652,0.291,86,0.2,-7.5,11.1,2.2,8722,1
6970,6970,1984,146,571,6,61,60,7,0.039,0.093,0.104,0.276,0.26,0.286,0.364,0.65,0.289,84,1.0,-9.2,11.3,2.2,1010867,0
6971,6971,1943,150,656,3,82,48,56,0.084,0.072,0.092,0.262,0.245,0.31,0.337,0.647,0.312,90,5.9,-1.1,1.5,2.2,1009244,0
6972,6972,1989,151,508,10,52,55,4,0.067,0.152,0.129,0.253,0.231,0.283,0.36,0.643,0.281,81,-0.5,-11.3,16.5,2.2,1003758,0
6973,6973,2016,137,513,4,57,32,7,0.055,0.097,0.081,0.276,0.255,0.306,0.336,0.642,0.283,74,1.7,-14.5,18.0,2.2,10231,1
6974,6974,2006,150,566,6,52,59,9,0.06,0.125,0.113,0.265,0.239,0.29,0.352,0.642,0.278,62,0.6,-27.7,31.7,2.2,1430,1
6975,6975,1968,160,686,7,86,31,36,0.045,0.128,0.101,0.279,0.25,0.284,0.351,0.635,0.288,97,3.9,2.2,-7.0,2.2,1003088,0
6976,6976,1944,154,696,5,76,63,9,0.082,0.033,0.064,0.252,0.249,0.317,0.313,0.63,0.304,77,-3.6,-22.1,20.9,2.2,1008307,0
6977,6977,1920,129,573,2,61,28,10,0.063,0.042,0.042,0.277,0.267,0.319,0.308,0.627,0.302,85,-0.6,-10.1,13.9,2.2,1010709,0
6978,6978,1972,142,514,8,47,49,7,0.049,0.152,0.126,0.259,0.233,0.267,0.358,0.625,0.284,86,-1.3,-8.6,16.5,2.2,1001031,0
6979,6979,1963,151,668,3,72,48,15,0.037,0.033,0.065,0.27,0.265,0.294,0.33,0.624,0.28,78,2.8,-14.5,18.7,2.2,1010903,0
6980,6980,1985,150,520,5,37,55,1,0.071,0.067,0.07,0.257,0.248,0.306,0.317,0.623,0.283,74,-0.8,-17.1,22.3,2.2,1001183,0
6981,6981,1994,108,423,3,38,30,23,0.071,0.175,0.091,0.284,0.236,0.295,0.327,0.622,0.278,65,3.3,-15.6,23.7,2.2,226,1
6982,6982,1971,150,588,3,40,52,3,0.044,0.056,0.068,0.266,0.258,0.289,0.325,0.614,0.277,75,-0.8,-17.0,19.6,2.2,1005616,0
6983,6983,1958,145,590,11,54,53,1,0.068,0.097,0.1,0.235,0.226,0.286,0.326,0.612,0.278,71,-0.3,-21.4,24.6,2.2,1007705,0
6984,6984,1926,141,559,1,52,47,11,0.041,0.018,0.06,0.255,0.251,0.288,0.312,0.6,0.283,60,2.0,-26.0,30.7,2.2,1002587,0
6985,6985,1968,160,606,7,41,65,1,0.064,0.114,0.085,0.245,0.226,0.28,0.311,0.591,0.269,71,0.2,-17.4,17.5,2.2,1006189,0
6986,6986,1975,146,521,1,44,47,10,0.052,0.115,0.06,0.273,0.243,0.283,0.303,0.586,0.272,66,-1.8,-21.7,26.4,2.2,1003532,0
6987,6987,1964,162,547,7,42,38,3,0.084,0.199,0.064,0.263,0.216,0.289,0.28,0.569,0.258,65,0.0,-22.5,30.7,2.2,1007049,0
6988,6988,1944,155,594,4,48,55,9,0.069,0.069,0.08,0.22,0.209,0.269,0.289,0.558,0.268,59,1.5,-26.8,30.6,2.2,1008892,0
6989,6989,2019,140,634,32,112,86,2,0.063,0.164,0.262,0.334,0.314,0.364,0.576,0.94,0.387,127,-4.5,17.8,-16.9,2.1,7859,1
6990,6990,2020,54,233,9,40,31,3,0.103,0.245,0.193,0.412,0.322,0.412,0.515,0.927,0.401,158,-0.2,17.1,-2.3,2.1,16376,1
6991,6991,1994,100,435,23,67,70,1,0.124,0.234,0.244,0.335,0.287,0.382,0.531,0.913,0.392,132,-1.1,17.6,-10.5,2.1,32,1
6992,6992,1928,107,475,19,73,64,3,0.143,0.084,0.222,0.279,0.285,0.391,0.508,0.899,0.409,125,0.3,16.1,-9.5,2.1,1006223,0
6993,6993,1995,137,602,23,83,99,3,0.093,0.148,0.201,0.339,0.314,0.379,0.515,0.894,0.38,123,-0.4,17.9,-16.6,2.1,1010557,0
6994,6994,1999,121,526,12,89,42,37,0.156,0.156,0.151,0.363,0.315,0.423,0.466,0.889,0.396,135,1.0,26.0,-19.7,2.1,194,1
6995,6995,2020,49,221,10,45,21,5,0.045,0.226,0.207,0.383,0.322,0.357,0.529,0.886,0.376,141,0.8,12.0,-0.1,2.1,15172,1
6996,6996,1999,135,590,15,74,77,3,0.147,0.112,0.167,0.322,0.305,0.414,0.471,0.885,0.385,126,-0.7,19.6,-17.9,2.1,255,1
6997,6997,1994,92,372,12,67,43,2,0.11,0.126,0.189,0.317,0.301,0.377,0.491,0.868,0.373,121,0.4,10.6,-1.7,2.1,1013846,0
6998,6998,1977,141,548,28,54,86,3,0.122,0.193,0.22,0.305,0.28,0.367,0.5,0.867,0.372,129,1.0,20.2,-17.4,2.1,1008423,0
6999,6999,1950,134,572,25,76,111,3,0.058,0.049,0.208,0.289,0.307,0.348,0.515,0.863,0.386,120,0.5,15.4,-12.1,2.1,1007020,0
7000,7000,2010,158,678,15,77,78,0,0.102,0.115,0.151,0.341,0.318,0.388,0.469,0.857,0.373,133,-12.6,13.4,-17.0,2.1,7399,1
7001,7001,2012,144,598,26,66,75,0,0.094,0.139,0.188,0.312,0.298,0.371,0.486,0.857,0.371,132,-6.4,16.3,-16.4,2.1,242,1
7002,7002,2007,157,684,25,83,111,3,0.098,0.14,0.185,0.318,0.301,0.367,0.486,0.853,0.368,112,0.3,10.8,-11.6,2.1,1790,1
7003,7003,2008,148,598,33,77,77,0,0.186,0.329,0.245,0.306,0.231,0.375,0.476,0.851,0.372,131,0.8,23.4,-22.6,2.1,1564,1
7004,7004,1981,94,388,16,42,43,0,0.072,0.162,0.174,0.342,0.311,0.366,0.485,0.851,0.385,144,-0.7,17.5,-10.0,2.1,1014455,0
7005,7005,2015,158,639,22,81,106,0,0.091,0.161,0.195,0.319,0.29,0.362,0.485,0.847,0.364,131,-7.9,14.7,-15.8,2.1,8610,1
7006,7006,1993,138,536,34,67,100,4,0.114,0.231,0.268,0.249,0.24,0.335,0.509,0.844,0.363,121,-1.2,12.8,-10.7,2.1,1010388,0
7007,7007,1925,127,523,6,69,79,16,0.046,0.046,0.137,0.345,0.336,0.371,0.473,0.844,0.384,111,-0.6,7.2,-3.4,2.1,1001709,0
7008,7008,2009,150,629,25,78,83,2,0.11,0.226,0.211,0.328,0.277,0.355,0.488,0.843,0.359,119,-1.0,13.7,-12.5,2.1,1904,1
7009,7009,1964,136,533,28,71,71,0,0.158,0.229,0.214,0.279,0.251,0.372,0.465,0.837,0.37,129,0.2,18.4,-14.5,2.1,1004612,0
7010,7010,1960,144,602,19,69,69,0,0.12,0.113,0.192,0.288,0.279,0.366,0.471,0.837,0.37,121,0.2,15.4,-12.9,2.1,1011949,0
7011,7011,1953,128,510,30,68,102,1,0.098,0.182,0.251,0.259,0.255,0.331,0.505,0.836,0.372,109,-0.3,6.0,-1.7,2.1,1012976,0
7012,7012,1981,101,419,17,45,53,0,0.148,0.112,0.192,0.262,0.266,0.377,0.458,0.835,0.372,137,0.0,16.6,-10.9,2.1,1000090,0
7013,7013,2001,154,635,34,89,113,1,0.066,0.14,0.221,0.28,0.28,0.329,0.501,0.83,0.352,117,-0.7,13.3,-13.3,2.1,1168,1
7014,7014,2000,152,619,24,107,92,13,0.061,0.152,0.184,0.322,0.301,0.345,0.484,0.829,0.357,106,0.8,5.8,-5.8,2.1,243,1
7015,7015,1925,154,678,13,108,90,5,0.108,0.102,0.169,0.309,0.288,0.371,0.457,0.828,0.379,102,-2.5,-0.3,-1.3,2.1,1008637,0
7016,7016,2006,141,539,13,62,51,2,0.137,0.076,0.147,0.293,0.289,0.389,0.436,0.825,0.363,114,-1.6,8.6,-5.2,2.1,916,1
7017,7017,1980,124,532,14,73,83,10,0.055,0.105,0.186,0.308,0.297,0.342,0.483,0.825,0.363,122,1.1,15.0,-12.2,2.1,1008687,0
7018,7018,1962,156,633,34,69,94,2,0.076,0.15,0.229,0.263,0.266,0.329,0.496,0.825,0.359,113,0.1,10.6,-12.0,2.1,1012976,0
7019,7019,1927,143,553,5,83,75,8,0.054,0.047,0.124,0.336,0.325,0.375,0.449,0.824,0.381,108,-1.8,4.4,-2.4,2.1,1008871,0
7020,7020,1983,141,605,17,78,77,4,0.144,0.119,0.157,0.295,0.281,0.383,0.439,0.822,0.363,124,-0.1,17.1,-16.9,2.1,1013037,0
7021,7021,2019,160,705,29,86,85,2,0.165,0.245,0.228,0.267,0.226,0.364,0.454,0.818,0.347,112,-2.7,8.5,-9.8,2.1,16472,1
7022,7022,1950,153,669,18,99,106,8,0.061,0.06,0.155,0.304,0.305,0.353,0.46,0.813,0.369,110,1.4,9.8,-9.6,2.1,1004409,0
7023,7023,1979,133,526,12,60,74,8,0.078,0.106,0.14,0.328,0.309,0.363,0.449,0.812,0.362,120,1.0,13.9,-10.9,2.1,1006481,0
7024,7024,1956,141,626,16,87,71,6,0.134,0.115,0.16,0.288,0.274,0.378,0.433,0.811,0.363,114,0.4,11.9,-12.4,2.1,1012090,0
7025,7025,1987,132,587,16,81,59,21,0.101,0.135,0.147,0.321,0.294,0.367,0.442,0.809,0.355,110,3.1,10.1,-9.1,2.1,1011411,0
7026,7026,1932,143,610,14,103,69,20,0.105,0.11,0.169,0.3,0.281,0.359,0.45,0.809,0.367,108,1.2,7.6,-8.3,2.1,1006498,0
7027,7027,2011,136,563,29,69,98,4,0.099,0.266,0.232,0.287,0.246,0.332,0.477,0.809,0.35,123,-1.0,13.8,-12.8,2.1,2103,1
7028,7028,2008,148,536,23,67,65,2,0.099,0.19,0.215,0.28,0.257,0.336,0.472,0.808,0.345,106,-0.5,3.8,-1.4,2.1,3469,1
7029,7029,1973,156,659,20,72,86,4,0.115,0.109,0.149,0.298,0.288,0.369,0.438,0.807,0.359,116,0.0,12.0,-13.3,2.1,1013975,0
7030,7030,1953,142,568,15,72,69,0,0.1,0.1,0.171,0.294,0.281,0.354,0.453,0.807,0.365,114,-0.8,9.1,-6.8,2.1,1009587,0
7031,7031,1932,150,700,11,111,70,17,0.087,0.061,0.133,0.314,0.305,0.368,0.438,0.806,0.367,102,-1.6,0.5,-4.5,2.1,1001711,0
7032,7032,1982,134,519,17,50,74,0,0.087,0.135,0.176,0.297,0.281,0.345,0.457,0.802,0.352,117,-0.4,10.3,-6.3,2.1,1000090,0
7033,7033,1984,156,664,22,72,101,2,0.063,0.175,0.179,0.32,0.285,0.336,0.465,0.801,0.353,120,-1.2,14.0,-15.5,2.1,1010020,0
7034,7034,2012,151,649,41,87,96,2,0.162,0.342,0.263,0.246,0.204,0.333,0.468,0.801,0.346,115,-1.3,10.5,-12.4,2.1,319,1
7035,7035,1996,151,645,5,85,47,24,0.115,0.152,0.114,0.359,0.303,0.384,0.417,0.801,0.358,105,0.1,4.5,-6.1,2.1,205,1
7036,7036,2021,121,508,8,68,47,1,0.065,0.104,0.126,0.337,0.311,0.362,0.437,0.799,0.347,123,-1.2,13.0,-9.1,2.1,4106,1
7037,7037,1948,136,567,17,74,76,7,0.092,0.111,0.182,0.285,0.273,0.344,0.455,0.799,0.368,113,1.2,10.3,-7.8,2.1,1014314,0
7038,7038,1996,141,574,23,71,80,2,0.061,0.169,0.199,0.295,0.274,0.326,0.473,0.799,0.341,106,-0.6,4.0,0.5,2.1,1004422,0
7039,7039,1963,140,548,25,67,82,1,0.089,0.159,0.206,0.273,0.265,0.328,0.47,0.798,0.348,123,-0.4,14.2,-10.0,2.1,1010482,0
7040,7040,1979,142,628,21,100,101,8,0.064,0.137,0.174,0.303,0.29,0.333,0.464,0.797,0.35,115,-0.2,11.1,-11.8,2.1,1004216,0
7041,7041,1957,151,658,23,72,89,3,0.067,0.1,0.17,0.288,0.29,0.335,0.46,0.795,0.345,111,0.6,9.1,-8.7,2.1,1012976,0
7042,7042,2011,125,563,5,84,45,12,0.121,0.231,0.166,0.354,0.266,0.363,0.432,0.795,0.35,106,1.6,5.6,-3.1,2.1,4062,1
7043,7043,1922,139,546,9,61,71,8,0.095,0.046,0.125,0.295,0.293,0.375,0.418,0.793,0.371,112,0.4,9.4,-5.5,2.1,1001489,0
7044,7044,1979,154,623,14,85,85,32,0.083,0.066,0.139,0.299,0.298,0.355,0.438,0.793,0.347,114,2.1,12.7,-13.6,2.1,1007957,0
7045,7045,2005,152,645,18,91,82,5,0.04,0.122,0.158,0.31,0.291,0.343,0.449,0.792,0.345,109,0.6,7.4,-8.2,2.1,196,1
7046,7046,2005,162,690,20,92,89,9,0.103,0.143,0.156,0.305,0.28,0.355,0.436,0.791,0.345,115,0.1,12.3,-14.5,2.1,607,1
7047,7047,1941,132,549,16,74,93,1,0.078,0.078,0.168,0.283,0.282,0.339,0.45,0.789,0.363,102,-1.3,0.2,0.7,2.1,1003355,0
7048,7048,2003,159,670,27,75,106,2,0.063,0.148,0.193,0.28,0.272,0.324,0.465,0.789,0.337,101,-4.4,-3.2,2.9,2.1,1002,1
7049,7049,1947,127,522,2,56,63,2,0.111,0.067,0.083,0.336,0.314,0.391,0.397,0.788,0.372,115,0.3,9.9,-7.5,2.1,1002093,0
7050,7050,2009,106,503,18,73,64,13,0.119,0.183,0.197,0.275,0.248,0.343,0.445,0.788,0.346,109,2.8,8.3,-4.8,2.1,2197,1
7051,7051,2004,126,555,17,74,55,7,0.049,0.07,0.143,0.294,0.298,0.345,0.441,0.786,0.342,102,-3.0,-1.8,4.3,2.1,1176,1
7052,7052,1928,139,565,8,78,73,11,0.09,0.057,0.142,0.296,0.288,0.355,0.43,0.785,0.362,103,-3.6,-1.6,3.0,2.1,1008637,0
7053,7053,2007,156,692,9,80,94,13,0.068,0.155,0.103,0.366,0.315,0.366,0.418,0.784,0.346,105,-2.0,2.7,-4.9,2.1,1286,1
7054,7054,2010,140,510,26,60,68,4,0.082,0.269,0.23,0.279,0.238,0.316,0.468,0.784,0.341,115,-1.3,7.5,-4.8,2.1,3057,1
7055,7055,1954,126,543,19,77,67,2,0.081,0.101,0.178,0.273,0.273,0.333,0.45,0.783,0.355,100,0.4,0.2,3.5,2.1,1006307,0
7056,7056,1970,155,729,13,114,57,51,0.082,0.136,0.117,0.341,0.304,0.361,0.422,0.783,0.348,108,4.5,11.7,-16.6,2.1,1001458,0
7057,7057,1978,162,734,24,75,121,3,0.104,0.048,0.162,0.254,0.273,0.347,0.435,0.782,0.351,116,0.3,13.7,-17.5,2.1,1012440,0
7058,7058,2000,158,665,15,88,106,6,0.054,0.099,0.134,0.316,0.304,0.343,0.438,0.781,0.339,90,-0.1,-9.3,7.2,2.1,623,1
7059,7059,1989,144,630,11,83,55,20,0.111,0.163,0.139,0.322,0.277,0.364,0.417,0.781,0.353,124,1.4,18.3,-20.4,2.1,1001313,0
7060,7060,1999,152,614,22,68,80,2,0.07,0.116,0.163,0.287,0.281,0.336,0.444,0.78,0.339,99,-0.9,-1.6,3.9,2.1,1106,1
7061,7061,2003,160,656,24,92,96,23,0.07,0.159,0.186,0.288,0.267,0.327,0.453,0.78,0.337,102,2.7,4.3,-4.7,2.1,311,1
7062,7062,1922,142,619,6,82,37,3,0.095,0.107,0.113,0.328,0.296,0.369,0.409,0.778,0.363,105,-3.1,0.7,-2.4,2.1,1010495,0
7063,7063,1933,148,632,11,86,80,1,0.085,0.059,0.153,0.285,0.28,0.344,0.434,0.778,0.359,103,-1.6,1.3,-3.1,2.1,1012568,0
7064,7064,1956,143,537,11,72,54,3,0.093,0.155,0.158,0.312,0.274,0.345,0.432,0.777,0.348,113,-1.1,7.6,-1.7,2.1,1013563,0
7065,7065,1983,156,655,20,76,99,7,0.075,0.13,0.163,0.296,0.28,0.333,0.443,0.776,0.338,107,-0.7,4.8,-6.2,2.1,1000434,0
7066,7066,2014,116,505,8,61,35,11,0.131,0.214,0.122,0.351,0.276,0.375,0.399,0.774,0.347,126,3.4,17.9,-14.3,2.1,4062,1
7067,7067,2013,122,513,13,55,54,6,0.045,0.173,0.142,0.34,0.297,0.335,0.439,0.774,0.336,117,-6.3,3.3,-0.1,2.1,4229,1
7068,7068,2016,137,545,11,60,48,12,0.051,0.183,0.126,0.357,0.303,0.343,0.428,0.771,0.333,111,1.1,8.4,-4.7,2.1,11739,1
7069,7069,2009,153,693,8,94,60,70,0.071,0.107,0.114,0.328,0.301,0.355,0.415,0.77,0.339,98,5.7,3.9,-7.5,2.1,4727,1
7070,7070,1922,154,689,6,91,69,20,0.07,0.019,0.128,0.295,0.295,0.347,0.423,0.77,0.355,102,1.6,3.8,-4.8,2.1,1010900,0
7071,7071,1994,100,435,13,67,49,11,0.048,0.184,0.186,0.308,0.27,0.313,0.457,0.77,0.33,93,0.9,-3.0,9.4,2.1,1013862,0
7072,7072,1990,129,572,4,69,45,42,0.115,0.168,0.104,0.349,0.289,0.375,0.393,0.768,0.35,117,-0.5,10.6,-11.5,2.1,275,1
7073,7073,1977,146,582,22,66,63,5,0.148,0.144,0.184,0.238,0.233,0.352,0.416,0.768,0.344,116,-0.2,11.0,-10.6,2.1,1005091,0
7074,7074,1947,132,547,10,67,95,1,0.08,0.079,0.132,0.297,0.285,0.351,0.417,0.768,0.358,113,-0.7,7.5,-5.0,2.1,1006426,0
7075,7075,1933,136,545,8,62,73,1,0.064,0.042,0.122,0.298,0.295,0.351,0.417,0.768,0.357,122,0.1,13.9,-9.6,2.1,1007559,0
7076,7076,2002,151,617,11,63,80,2,0.075,0.112,0.144,0.3,0.282,0.341,0.426,0.767,0.335,97,-2.4,-4.5,4.6,2.1,623,1
7077,7077,1928,123,502,6,64,73,19,0.098,0.028,0.133,0.278,0.279,0.354,0.412,0.766,0.355,104,3.5,6.2,-1.3,2.1,1013510,0
7078,7078,1996,157,688,22,90,100,4,0.083,0.172,0.169,0.294,0.268,0.329,0.437,0.766,0.333,90,-0.7,-9.8,5.7,2.1,385,1
7079,7079,2021,134,538,17,63,73,8,0.067,0.18,0.166,0.309,0.276,0.324,0.442,0.766,0.328,106,-0.1,3.8,-0.9,2.1,17901,1
7080,7080,1986,155,660,27,83,107,0,0.048,0.261,0.198,0.322,0.265,0.303,0.463,0.766,0.333,101,-1.6,-0.7,-1.1,2.1,1010523,0
7081,7081,1967,151,615,23,68,95,2,0.044,0.151,0.18,0.293,0.276,0.31,0.455,0.765,0.338,113,0.0,8.7,-10.8,2.1,1000512,0
7082,7082,1922,138,617,4,110,49,18,0.062,0.028,0.081,0.324,0.319,0.364,0.4,0.764,0.356,98,1.3,-0.6,-0.2,2.1,1006466,0
7083,7083,1955,139,596,21,61,81,4,0.154,0.074,0.159,0.228,0.244,0.362,0.402,0.764,0.348,108,0.6,6.4,-7.2,2.1,1011208,0
7084,7084,1950,146,609,9,79,54,3,0.087,0.051,0.119,0.296,0.291,0.355,0.409,0.764,0.353,100,-1.3,-1.3,1.2,2.1,1006835,0
7085,7085,2013,145,634,22,74,63,1,0.121,0.218,0.177,0.288,0.246,0.341,0.423,0.764,0.336,113,-0.8,8.3,-9.8,2.1,4599,1
7086,7086,2001,139,503,13,57,54,5,0.068,0.129,0.166,0.29,0.271,0.326,0.438,0.764,0.327,99,0.1,-0.8,4.1,2.1,37,1
7087,7087,2003,152,634,10,64,83,0,0.132,0.106,0.121,0.29,0.269,0.372,0.39,0.762,0.339,110,-6.8,0.9,-1.7,2.1,1093,1
7088,7088,1934,110,488,5,74,49,23,0.066,0.084,0.137,0.309,0.289,0.337,0.425,0.762,0.347,100,4.4,4.2,2.0,2.1,1008189,0
7089,7089,1944,134,517,16,65,65,5,0.091,0.091,0.162,0.267,0.265,0.332,0.427,0.759,0.356,111,0.7,7.4,-3.7,2.1,1009588,0
7090,7090,1974,140,503,8,53,42,4,0.091,0.093,0.117,0.302,0.286,0.355,0.403,0.758,0.348,119,0.9,11.9,-8.7,2.1,1005103,0
7091,7091,1938,138,541,4,75,51,0,0.12,0.079,0.108,0.303,0.281,0.368,0.389,0.757,0.355,108,-0.2,4.9,0.4,2.1,1011209,0
7092,7092,1959,143,617,13,78,61,10,0.109,0.105,0.119,0.297,0.28,0.357,0.399,0.756,0.337,105,-0.6,3.1,-3.9,2.1,1012037,0
7093,7093,2011,158,582,12,56,65,4,0.072,0.115,0.128,0.309,0.288,0.339,0.416,0.755,0.328,110,1.5,8.2,-6.4,2.1,4556,1
7094,7094,2000,122,546,12,82,41,9,0.099,0.174,0.122,0.325,0.278,0.354,0.4,0.754,0.337,97,0.5,-1.7,4.8,2.1,942,1
7095,7095,1955,146,611,16,65,81,6,0.126,0.083,0.143,0.255,0.258,0.352,0.401,0.753,0.34,103,0.9,3.6,-0.2,2.1,1006601,0
7096,7096,1972,153,675,3,81,42,63,0.07,0.138,0.082,0.36,0.311,0.359,0.393,0.752,0.337,111,6.5,14.3,-20.2,2.1,1001458,0
