,Unnamed: 0,Season,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,BsR,Off,Def,WAR,playerid,clusters
3715,3715,1970,149,600,10,68,53,2,0.11,0.113,0.111,0.307,0.281,0.36,0.392,0.752,0.339,110,0.2,7.3,9.6,3.7,1006440,0
3716,3716,1944,155,618,10,54,73,4,0.086,0.076,0.112,0.299,0.286,0.353,0.398,0.751,0.356,114,0.4,10.3,5.8,3.7,1009283,0
3717,3717,1983,142,640,11,83,57,4,0.097,0.084,0.126,0.289,0.277,0.348,0.403,0.751,0.339,104,-0.1,3.2,12.0,3.7,1002062,0
3718,3718,1973,135,558,26,65,71,7,0.066,0.177,0.195,0.257,0.246,0.309,0.441,0.75,0.337,104,0.8,3.6,12.6,3.7,1004101,0
3719,3719,1984,157,652,14,76,61,1,0.117,0.112,0.137,0.278,0.262,0.349,0.4,0.749,0.336,103,-1.0,1.4,13.7,3.7,1012940,0
3720,3720,1993,162,718,24,87,90,1,0.091,0.081,0.162,0.25,0.257,0.329,0.42,0.749,0.324,95,-1.3,-5.9,19.8,3.7,1010978,0
3721,3721,1988,155,579,16,68,58,2,0.112,0.136,0.153,0.27,0.25,0.342,0.404,0.746,0.336,109,-1.6,4.5,12.0,3.7,1001630,0
3722,3722,2014,155,664,11,74,78,10,0.08,0.128,0.138,0.295,0.27,0.339,0.407,0.746,0.325,107,6.6,11.7,2.0,3.7,1679,1
3723,3723,1949,134,561,4,53,60,0,0.125,0.018,0.08,0.284,0.284,0.381,0.364,0.745,0.358,105,-0.6,3.2,15.2,3.7,1001234,0
3724,3724,1920,139,620,8,109,55,8,0.116,0.076,0.116,0.284,0.27,0.356,0.386,0.742,0.354,98,-1.2,-2.6,17.5,3.7,1010116,0
3725,3725,1969,142,580,7,52,57,3,0.098,0.09,0.112,0.296,0.28,0.351,0.391,0.742,0.339,110,-0.7,6.3,11.5,3.7,1006440,0
3726,3726,1984,149,570,13,64,66,1,0.119,0.144,0.145,0.27,0.25,0.34,0.395,0.735,0.331,111,-1.0,6.1,11.6,3.7,1008157,0
3727,3727,2011,158,722,2,94,50,61,0.073,0.194,0.091,0.369,0.294,0.349,0.386,0.735,0.325,104,13.6,17.2,-4.0,3.7,6387,1
3728,3728,1958,140,556,6,69,50,8,0.056,0.074,0.119,0.303,0.289,0.327,0.408,0.735,0.326,96,1.1,-1.7,20.7,3.7,1002340,0
3729,3729,1983,146,584,9,77,33,41,0.116,0.103,0.124,0.281,0.261,0.35,0.384,0.734,0.334,105,3.4,6.5,11.0,3.7,1008964,0
3730,3730,2004,157,655,7,83,75,21,0.082,0.162,0.12,0.321,0.275,0.338,0.396,0.734,0.323,93,5.6,-0.5,16.2,3.7,565,1
3731,3731,1974,145,613,10,95,35,59,0.108,0.116,0.117,0.29,0.266,0.35,0.383,0.733,0.339,114,5.1,14.6,0.3,3.7,1007750,0
3732,3732,1943,157,651,15,64,88,11,0.108,0.194,0.155,0.294,0.248,0.329,0.403,0.732,0.351,108,2.0,7.9,7.1,3.7,1003312,0
3733,3733,1976,155,661,14,81,96,31,0.085,0.141,0.122,0.298,0.272,0.335,0.394,0.729,0.335,113,-0.7,8.6,5.8,3.7,1005858,0
3734,3734,2012,158,711,3,85,62,21,0.08,0.135,0.092,0.332,0.286,0.349,0.378,0.727,0.322,97,1.4,-1.2,12.6,3.7,8709,1
3735,3735,1972,136,547,7,55,71,1,0.038,0.069,0.106,0.308,0.298,0.322,0.404,0.726,0.321,103,-0.4,1.4,13.7,3.7,1011434,0
3736,3736,1948,156,713,4,85,51,24,0.086,0.058,0.076,0.305,0.29,0.355,0.367,0.722,0.342,93,4.5,-1.5,14.6,3.7,1011155,0
3737,3737,1978,142,606,6,71,62,1,0.064,0.071,0.11,0.297,0.282,0.328,0.392,0.72,0.326,103,-0.9,0.9,15.2,3.7,1000799,0
3738,3738,1982,157,556,9,66,57,19,0.094,0.085,0.137,0.267,0.258,0.325,0.395,0.72,0.324,99,0.7,-0.1,18.3,3.7,1013157,0
3739,3739,1986,139,529,13,67,57,23,0.091,0.104,0.148,0.253,0.249,0.321,0.397,0.718,0.319,96,2.6,-0.1,18.3,3.7,1011602,0
3740,3740,1976,154,680,7,76,60,28,0.038,0.038,0.089,0.303,0.301,0.326,0.389,0.715,0.326,106,2.1,6.3,6.5,3.7,1001625,0
3741,3741,2015,159,628,12,76,56,25,0.045,0.135,0.121,0.306,0.278,0.314,0.399,0.713,0.31,94,8.2,3.7,10.9,3.7,12434,1
3742,3742,1920,143,594,4,57,62,7,0.027,0.072,0.113,0.302,0.284,0.315,0.396,0.711,0.332,94,-0.3,-3.9,20.8,3.7,1004149,0
3743,3743,1978,160,712,3,104,35,41,0.104,0.11,0.076,0.313,0.278,0.356,0.354,0.71,0.326,93,4.1,-1.3,12.6,3.7,1003150,0
3744,3744,1968,151,626,20,66,62,1,0.101,0.105,0.135,0.249,0.248,0.326,0.382,0.708,0.325,119,-0.8,10.9,3.7,3.7,1008650,0
3745,3745,1941,146,629,6,78,59,16,0.114,0.059,0.105,0.264,0.254,0.345,0.359,0.704,0.335,102,2.9,4.2,13.3,3.7,1004343,0
3746,3746,2021,158,638,4,86,48,30,0.105,0.19,0.076,0.336,0.271,0.349,0.348,0.697,0.311,98,6.1,4.2,10.9,3.7,17620,1
3747,3747,2014,140,538,23,57,75,0,0.059,0.143,0.174,0.231,0.232,0.286,0.406,0.692,0.306,94,-3.3,-6.8,23.2,3.7,4810,1
3748,3748,1992,162,715,14,73,72,4,0.09,0.07,0.115,0.252,0.251,0.323,0.366,0.689,0.309,90,-0.5,-8.6,20.9,3.7,1010978,0
3749,3749,1957,154,718,6,79,55,10,0.074,0.093,0.093,0.284,0.262,0.325,0.356,0.681,0.309,94,-0.2,-5.2,19.0,3.7,1004520,0
3750,3750,1968,148,650,2,79,28,6,0.12,0.063,0.047,0.266,0.25,0.371,0.297,0.668,0.318,113,-0.7,7.4,1.5,3.7,1006212,0
3751,3751,1961,148,578,11,61,55,1,0.109,0.144,0.123,0.244,0.224,0.308,0.347,0.655,0.295,81,-0.8,-15.1,33.8,3.7,1001282,0
3752,3752,1965,153,540,5,47,47,7,0.059,0.152,0.096,0.292,0.252,0.302,0.348,0.65,0.286,81,0.7,-11.2,30.3,3.7,1000160,0
3753,3753,1972,153,612,8,48,64,1,0.07,0.074,0.092,0.257,0.25,0.303,0.342,0.645,0.294,93,0.3,-3.9,21.6,3.7,1011055,0
3754,3754,1971,162,739,4,77,42,39,0.055,0.081,0.061,0.279,0.26,0.301,0.321,0.622,0.284,81,4.3,-11.6,25.1,3.7,1000176,0
3755,3755,1996,130,515,26,75,81,6,0.126,0.128,0.257,0.325,0.32,0.404,0.577,0.981,0.415,141,-0.3,29.1,-9.8,3.6,469,1
3756,3756,1999,144,629,39,114,128,3,0.081,0.167,0.276,0.335,0.326,0.378,0.601,0.979,0.409,139,-0.7,31.6,-14.5,3.6,1251,1
3757,3757,2010,149,631,39,89,111,0,0.114,0.174,0.272,0.326,0.312,0.393,0.584,0.977,0.417,158,-5.2,38.0,-26.0,3.6,242,1
3758,3758,1999,144,620,32,75,104,1,0.139,0.173,0.242,0.335,0.31,0.405,0.552,0.957,0.407,140,0.2,33.1,-16.3,3.6,293,1
3759,3759,2001,136,581,27,79,108,5,0.098,0.098,0.222,0.327,0.331,0.396,0.554,0.95,0.396,136,0.5,27.9,-10.2,3.6,261,1
3760,3760,1999,152,681,44,113,134,1,0.126,0.207,0.298,0.284,0.272,0.377,0.571,0.948,0.399,134,-0.2,30.7,-15.5,3.6,1297,1
3761,3761,1999,161,722,37,108,117,17,0.14,0.114,0.244,0.291,0.297,0.4,0.541,0.941,0.4,139,2.1,39.9,-25.6,3.6,1000802,0
3762,3762,2021,129,533,36,73,99,1,0.144,0.238,0.297,0.287,0.266,0.375,0.563,0.938,0.391,140,0.4,27.8,-9.1,3.6,4314,1
3763,3763,2001,146,586,31,67,102,1,0.113,0.181,0.238,0.332,0.306,0.386,0.544,0.93,0.389,139,-0.7,28.4,-11.6,3.6,293,1
3764,3764,1999,152,663,34,103,101,11,0.152,0.097,0.222,0.285,0.301,0.407,0.523,0.93,0.402,141,0.0,37.2,-19.6,3.6,114,1
3765,3765,2003,162,718,45,97,124,2,0.136,0.21,0.276,0.289,0.272,0.379,0.548,0.927,0.393,138,-4.6,30.1,-17.5,3.6,709,1
3766,3766,1961,138,576,35,83,117,0,0.059,0.21,0.28,0.328,0.301,0.344,0.581,0.925,0.397,141,-1.1,28.4,-11.8,3.6,1012639,0
3767,3767,2019,162,679,48,95,117,3,0.108,0.262,0.304,0.294,0.265,0.354,0.569,0.923,0.378,136,-0.7,30.4,-17.2,3.6,14221,1
3768,3768,2001,160,671,31,97,113,25,0.104,0.104,0.228,0.303,0.305,0.382,0.533,0.915,0.388,138,1.9,34.0,-20.2,3.6,248,1
3769,3769,1936,153,657,25,91,121,6,0.134,0.108,0.233,0.298,0.292,0.389,0.525,0.914,0.411,119,-1.9,17.1,-3.0,3.6,1006428,0
3770,3770,1979,162,722,36,120,139,22,0.098,0.071,0.234,0.271,0.296,0.371,0.53,0.901,0.392,142,-0.2,36.6,-25.6,3.6,1000700,0
3771,3771,2006,137,555,26,79,93,7,0.092,0.11,0.245,0.291,0.293,0.36,0.538,0.898,0.378,126,-1.3,17.3,1.8,3.6,230,1
3772,3772,1981,99,422,22,57,78,2,0.095,0.102,0.241,0.282,0.294,0.36,0.534,0.894,0.394,155,-0.7,24.1,-4.0,3.6,1009386,0
3773,3773,1995,143,602,26,74,94,12,0.115,0.156,0.211,0.323,0.302,0.38,0.513,0.893,0.385,137,0.1,27.9,-10.7,3.6,1001863,0
3774,3774,1991,153,642,31,84,106,4,0.164,0.21,0.216,0.314,0.278,0.396,0.494,0.89,0.385,143,0.4,31.9,-19.2,3.6,293,1
3775,3775,1948,138,575,23,91,80,1,0.134,0.099,0.216,0.288,0.288,0.385,0.504,0.889,0.408,131,-0.9,22.1,-5.4,3.6,1009308,0
3776,3776,2005,149,637,29,100,105,6,0.113,0.133,0.222,0.296,0.289,0.377,0.512,0.889,0.38,133,-5.4,20.8,-5.3,3.6,1119,1
3777,3777,1940,138,600,31,93,103,8,0.138,0.107,0.246,0.254,0.268,0.374,0.514,0.888,0.399,124,0.4,20.4,-5.4,3.6,1006428,0
3778,3778,2006,156,686,15,98,107,30,0.181,0.201,0.164,0.366,0.297,0.424,0.462,0.886,0.388,132,7.5,35.9,-21.8,3.6,945,1
3779,3779,2017,158,637,38,85,90,0,0.115,0.201,0.259,0.285,0.27,0.355,0.529,0.884,0.371,133,-3.1,23.1,-8.4,3.6,9054,1
3780,3780,1929,138,599,5,93,74,24,0.088,0.02,0.15,0.335,0.334,0.397,0.484,0.881,0.4,116,4.5,18.4,0.2,3.6,1004364,0
3781,3781,1986,159,690,31,101,108,7,0.059,0.09,0.223,0.301,0.309,0.349,0.532,0.881,0.382,135,-1.9,27.4,-15.9,3.6,1000808,0
3782,3782,1937,151,683,18,105,113,23,0.06,0.108,0.164,0.359,0.335,0.38,0.499,0.879,0.399,117,1.1,17.7,-5.2,3.6,1013519,0
3783,3783,1979,150,636,16,81,100,2,0.105,0.101,0.177,0.329,0.316,0.385,0.493,0.878,0.384,133,-0.2,25.2,-11.5,3.6,1001106,0
3784,3784,1999,138,585,23,86,101,13,0.104,0.191,0.221,0.326,0.29,0.366,0.511,0.877,0.376,123,-0.1,17.8,1.5,3.6,1119,1
3785,3785,2021,144,598,33,92,104,1,0.084,0.242,0.253,0.32,0.277,0.346,0.531,0.877,0.369,138,0.5,28.6,-12.5,3.6,19556,1
3786,3786,1997,135,518,13,59,83,3,0.098,0.098,0.158,0.339,0.327,0.39,0.486,0.876,0.38,134,-1.5,20.9,-1.2,3.6,1006637,0
3787,3787,1920,119,494,11,75,83,4,0.04,0.146,0.189,0.371,0.328,0.359,0.517,0.876,0.403,127,0.5,17.7,0.5,3.6,1008817,0
3788,3788,2008,151,589,24,69,84,7,0.1,0.173,0.209,0.328,0.297,0.368,0.506,0.874,0.375,124,-0.6,17.2,-0.1,3.6,4314,1
3789,3789,1924,149,634,27,97,115,7,0.088,0.082,0.228,0.28,0.288,0.358,0.516,0.874,0.396,116,0.7,14.2,-0.3,3.6,1005502,0
3790,3790,1993,139,582,34,81,87,3,0.124,0.165,0.257,0.261,0.265,0.352,0.522,0.874,0.373,128,-0.5,19.9,-4.5,3.6,1001168,0
3791,3791,2019,144,604,38,96,90,5,0.079,0.214,0.256,0.296,0.278,0.337,0.535,0.872,0.358,125,-0.5,18.8,-2.6,3.6,16997,1
3792,3792,1929,147,613,8,84,93,24,0.065,0.041,0.158,0.337,0.331,0.38,0.489,0.869,0.392,122,0.4,18.3,-2.2,3.6,1008871,0
3793,3793,1933,152,635,13,85,99,2,0.096,0.083,0.171,0.329,0.314,0.383,0.485,0.868,0.398,125,-2.6,18.4,-6.2,3.6,1005793,0
3794,3794,1969,135,542,22,73,79,6,0.124,0.203,0.218,0.309,0.27,0.379,0.488,0.867,0.387,140,-1.2,23.3,-8.5,3.6,1006574,0
3795,3795,1940,136,529,16,73,70,9,0.115,0.112,0.17,0.326,0.308,0.389,0.477,0.866,0.394,122,0.2,15.9,1.0,3.6,1005526,0
3796,3796,1939,123,517,11,75,85,1,0.089,0.043,0.156,0.32,0.321,0.388,0.477,0.865,0.396,131,0.0,20.3,0.7,3.6,1001176,0
3797,3797,1955,123,501,21,71,78,1,0.1,0.072,0.195,0.286,0.301,0.369,0.495,0.864,0.38,123,0.3,14.9,6.0,3.6,1001665,0
3798,3798,1935,140,638,19,109,79,8,0.11,0.091,0.208,0.294,0.288,0.368,0.496,0.864,0.389,118,-0.4,15.7,0.3,3.6,1000378,0
3799,3799,1986,119,521,28,84,86,34,0.131,0.205,0.224,0.29,0.268,0.371,0.492,0.863,0.379,136,4.3,27.3,-9.5,3.6,1004669,0
3800,3800,1961,152,629,35,77,108,2,0.094,0.149,0.222,0.287,0.285,0.354,0.507,0.861,0.376,131,0.2,25.0,-11.0,3.6,1000067,0
3801,3801,1951,123,530,7,75,55,11,0.142,0.038,0.144,0.305,0.302,0.412,0.446,0.858,0.399,132,0.2,21.1,-2.9,3.6,1013335,0
3802,3802,1934,139,617,15,106,61,5,0.05,0.037,0.155,0.327,0.331,0.37,0.486,0.856,0.388,130,0.7,24.6,-7.1,3.6,1009117,0
3803,3803,2009,143,626,24,107,82,12,0.113,0.157,0.207,0.305,0.282,0.365,0.489,0.854,0.372,122,7.3,24.6,-10.4,3.6,185,1
3804,3804,1973,148,651,26,89,93,13,0.097,0.072,0.184,0.29,0.3,0.368,0.484,0.852,0.381,137,-0.6,26.4,-15.1,3.6,1009893,0
3805,3805,1931,146,596,4,65,66,1,0.089,0.049,0.126,0.345,0.331,0.393,0.458,0.851,0.392,129,0.1,22.4,-4.2,3.6,1005068,0
3806,3806,2016,131,523,22,58,80,0,0.067,0.151,0.189,0.327,0.307,0.354,0.496,0.85,0.361,123,-6.7,8.1,11.0,3.6,1433,1
3807,3807,2019,122,569,19,96,57,35,0.076,0.199,0.2,0.348,0.298,0.353,0.497,0.85,0.356,118,6.5,19.7,-1.5,3.6,16252,1
3808,3808,1978,133,568,14,65,89,8,0.055,0.072,0.166,0.326,0.324,0.358,0.49,0.848,0.374,135,-1.8,20.2,-4.7,3.6,1009773,0
3809,3809,1974,152,614,20,69,73,4,0.163,0.174,0.166,0.317,0.28,0.396,0.446,0.842,0.384,134,-1.7,22.1,-8.9,3.6,1000420,0
3810,3810,2004,156,679,27,104,89,6,0.141,0.193,0.199,0.3,0.266,0.377,0.465,0.842,0.365,118,4.7,20.6,-6.6,3.6,547,1
3811,3811,2006,149,671,24,115,80,25,0.1,0.127,0.197,0.297,0.285,0.359,0.482,0.841,0.362,117,7.4,22.4,-8.3,3.6,185,1
3812,3812,1998,133,519,15,72,76,14,0.085,0.197,0.186,0.349,0.296,0.359,0.482,0.841,0.365,126,-2.4,14.4,5.7,3.6,1249,1
3813,3813,2007,156,714,12,102,73,15,0.078,0.14,0.13,0.367,0.322,0.388,0.452,0.84,0.371,125,0.9,23.7,-11.2,3.6,826,1
3814,3814,1960,151,615,24,81,96,15,0.055,0.148,0.2,0.317,0.297,0.343,0.497,0.84,0.366,130,0.8,22.5,-8.3,3.6,1002103,0
3815,3815,1995,137,579,24,81,84,20,0.09,0.192,0.209,0.309,0.277,0.352,0.486,0.838,0.366,114,0.8,11.7,5.3,3.6,132,1
3816,3816,2012,148,624,24,75,93,2,0.123,0.226,0.201,0.324,0.272,0.364,0.473,0.837,0.363,128,0.5,20.7,-7.1,3.6,4599,1
3817,3817,1920,147,652,4,94,62,21,0.06,0.035,0.111,0.35,0.341,0.383,0.452,0.835,0.39,116,1.2,15.0,-2.4,3.6,1013088,0
3818,3818,1988,161,681,28,75,84,5,0.11,0.115,0.191,0.286,0.284,0.361,0.474,0.835,0.37,134,-0.3,26.3,-15.4,3.6,1009386,0
3819,3819,2001,155,698,12,103,60,27,0.066,0.103,0.147,0.341,0.316,0.371,0.463,0.834,0.362,119,1.0,18.2,-5.4,3.6,1322,1
3820,3820,2021,144,586,25,86,73,10,0.106,0.23,0.216,0.313,0.265,0.353,0.481,0.834,0.356,123,5.4,22.5,-6.3,3.6,15429,1
3821,3821,1970,154,665,13,82,92,6,0.123,0.12,0.137,0.331,0.304,0.392,0.441,0.833,0.371,124,-0.5,19.7,-8.9,3.6,1008766,0
3822,3822,2018,143,631,17,89,76,12,0.076,0.095,0.16,0.319,0.309,0.364,0.468,0.832,0.359,125,1.4,20.2,-6.1,3.6,4106,1
3823,3823,2000,159,683,14,84,103,0,0.149,0.141,0.154,0.316,0.285,0.392,0.439,0.831,0.364,115,-0.8,13.4,0.4,3.6,1093,1
3824,3824,1987,155,670,26,106,96,39,0.104,0.185,0.191,0.317,0.282,0.358,0.473,0.831,0.361,119,4.5,20.5,-7.2,3.6,1009238,0
3825,3825,2019,158,699,35,94,118,5,0.072,0.186,0.242,0.283,0.269,0.32,0.511,0.831,0.341,108,2.9,9.9,3.9,3.6,6153,1
3826,3826,2019,141,550,28,86,74,10,0.095,0.196,0.253,0.265,0.251,0.325,0.503,0.828,0.344,115,4.6,15.4,2.5,3.6,9927,1
3827,3827,1950,127,605,1,112,49,2,0.172,0.051,0.076,0.332,0.312,0.437,0.388,0.825,0.395,114,-0.3,11.1,3.9,3.6,1010219,0
3828,3828,2011,141,522,19,69,75,13,0.094,0.203,0.201,0.317,0.277,0.347,0.478,0.825,0.353,126,5.5,21.4,-4.3,3.6,3353,1
3829,3829,2003,137,533,11,63,74,3,0.045,0.103,0.152,0.331,0.312,0.36,0.464,0.824,0.35,112,0.7,8.8,9.0,3.6,746,1
3830,3830,1976,138,573,13,82,90,19,0.052,0.14,0.162,0.346,0.313,0.349,0.475,0.824,0.372,132,1.1,21.2,-6.6,3.6,1010000,0
3831,3831,1934,128,529,7,88,48,8,0.096,0.083,0.142,0.325,0.305,0.376,0.447,0.823,0.378,122,1.3,16.4,3.3,3.6,1001285,0
3832,3832,1940,143,616,17,83,86,2,0.052,0.058,0.181,0.299,0.301,0.341,0.482,0.823,0.369,120,0.1,15.1,2.0,3.6,1008719,0
3833,3833,1948,148,646,12,88,120,2,0.074,0.067,0.144,0.32,0.31,0.368,0.454,0.822,0.381,116,-0.3,13.4,0.5,3.6,1008006,0
3834,3834,1949,154,674,24,89,108,3,0.119,0.101,0.177,0.282,0.278,0.367,0.455,0.822,0.382,115,-1.2,11.7,1.0,3.6,1002152,0
3835,3835,2004,143,603,18,67,77,1,0.095,0.124,0.167,0.308,0.291,0.363,0.458,0.821,0.355,110,-1.9,6.0,11.0,3.6,1108,1
3836,3836,1995,130,525,13,87,57,25,0.078,0.166,0.169,0.336,0.295,0.356,0.464,0.82,0.36,115,2.7,12.9,6.3,3.6,856,1
3837,3837,1951,136,547,15,73,70,2,0.119,0.102,0.163,0.298,0.285,0.371,0.448,0.819,0.377,124,0.9,17.3,-0.4,3.6,1003733,0
3838,3838,1967,156,644,26,78,102,0,0.051,0.158,0.2,0.309,0.29,0.328,0.49,0.818,0.359,125,-0.8,16.6,-7.6,3.6,1010188,0
3839,3839,1921,154,646,7,81,69,11,0.088,0.059,0.144,0.315,0.302,0.37,0.447,0.817,0.375,110,-0.2,8.7,5.8,3.6,1011791,0
3840,3840,1975,137,574,20,74,109,1,0.094,0.176,0.184,0.313,0.282,0.35,0.466,0.816,0.366,126,-0.5,16.8,-0.7,3.6,1010188,0
3841,3841,1941,151,635,18,72,66,1,0.061,0.068,0.161,0.306,0.305,0.35,0.466,0.816,0.375,129,-0.1,21.1,-4.5,3.6,1007670,0
3842,3842,1980,162,643,20,89,87,23,0.123,0.129,0.174,0.292,0.276,0.365,0.45,0.815,0.36,133,1.7,25.5,-12.1,3.6,1014127,0
3843,3843,1941,134,509,4,83,50,15,0.098,0.124,0.133,0.347,0.303,0.378,0.436,0.814,0.379,126,2.7,18.0,2.2,3.6,1006022,0
3844,3844,1934,123,514,14,59,67,11,0.138,0.125,0.178,0.286,0.267,0.369,0.445,0.814,0.375,115,1.5,12.4,6.4,3.6,1007422,0
3845,3845,2004,143,632,20,91,73,17,0.073,0.176,0.185,0.318,0.283,0.347,0.467,0.814,0.352,112,7.4,17.1,-1.8,3.6,905,1
3846,3846,1987,154,676,18,87,89,0,0.12,0.154,0.147,0.324,0.29,0.377,0.436,0.813,0.357,123,-1.2,18.2,-5.0,3.6,1005706,0
3847,3847,2007,160,699,21,103,83,50,0.082,0.14,0.174,0.309,0.286,0.353,0.46,0.813,0.353,104,10.1,13.7,0.1,3.6,905,1
3848,3848,2018,162,632,25,84,76,14,0.109,0.239,0.21,0.313,0.26,0.343,0.47,0.813,0.345,120,4.1,19.9,-4.5,3.6,15998,1
3849,3849,2021,138,547,31,80,87,18,0.051,0.336,0.229,0.352,0.265,0.319,0.494,0.813,0.344,116,3.0,14.1,4.2,3.6,12979,1
3850,3850,1940,149,632,17,84,89,4,0.093,0.201,0.179,0.336,0.281,0.352,0.46,0.812,0.368,127,0.5,21.2,-4.4,3.6,1011225,0
3851,3851,1975,145,610,11,82,62,4,0.13,0.108,0.114,0.327,0.303,0.395,0.416,0.811,0.371,131,-0.2,21.1,-6.9,3.6,1005361,0
3852,3852,2009,151,680,9,88,57,6,0.104,0.147,0.118,0.358,0.31,0.383,0.427,0.81,0.359,115,-1.0,11.7,2.8,3.6,1311,1
3853,3853,1941,147,617,26,74,98,1,0.133,0.147,0.199,0.263,0.254,0.357,0.453,0.81,0.376,129,-0.1,20.8,-4.2,3.6,1009554,0
3854,3854,2016,141,568,23,65,62,5,0.067,0.181,0.194,0.31,0.28,0.336,0.474,0.81,0.345,120,-3.8,10.1,7.1,3.6,4962,1
3855,3855,1977,162,732,9,95,64,16,0.09,0.057,0.121,0.321,0.311,0.377,0.432,0.809,0.359,118,2.2,18.4,-7.4,3.6,1011217,0
3856,3856,2017,153,645,14,86,69,0,0.113,0.155,0.171,0.314,0.277,0.36,0.448,0.808,0.347,120,-1.3,14.7,-0.1,3.6,4418,1
3857,3857,1990,147,601,24,75,82,9,0.118,0.101,0.186,0.261,0.269,0.353,0.455,0.808,0.355,123,0.8,17.2,-3.4,3.6,1008690,0
3858,3858,1966,162,727,29,100,91,6,0.095,0.084,0.185,0.266,0.276,0.347,0.461,0.808,0.35,116,0.4,14.3,-6.0,3.6,1013975,0
3859,3859,1958,141,652,3,82,47,15,0.14,0.063,0.096,0.326,0.306,0.405,0.402,0.807,0.368,117,0.4,13.8,-0.8,3.6,1012910,0
3860,3860,1964,152,598,28,73,80,4,0.132,0.229,0.213,0.28,0.248,0.346,0.461,0.807,0.356,123,0.2,16.4,0.8,3.6,1007686,0
3861,3861,1962,144,581,10,95,74,6,0.06,0.126,0.141,0.343,0.312,0.352,0.454,0.806,0.351,112,-0.4,8.5,7.4,3.6,1002340,0
3862,3862,2019,129,542,23,68,83,24,0.096,0.137,0.224,0.256,0.255,0.327,0.479,0.806,0.334,108,6.7,12.2,5.7,3.6,13510,1
3863,3863,1974,139,578,10,73,67,9,0.069,0.154,0.124,0.363,0.316,0.365,0.44,0.805,0.368,131,0.0,19.4,-5.1,3.6,1009853,0
3864,3864,1926,147,567,7,63,68,1,0.108,0.078,0.14,0.311,0.293,0.371,0.433,0.804,0.375,115,-0.1,10.2,8.5,3.6,1009740,0
3865,3865,2000,155,643,19,96,78,24,0.121,0.207,0.171,0.317,0.267,0.365,0.438,0.803,0.355,110,1.7,10.0,5.1,3.6,1070,1
3866,3866,1952,134,571,5,61,58,6,0.091,0.016,0.092,0.322,0.323,0.387,0.415,0.802,0.374,128,-0.5,18.3,-2.3,3.6,1009000,0
3867,3867,2006,149,673,14,100,70,17,0.092,0.132,0.144,0.324,0.293,0.361,0.436,0.797,0.349,108,0.8,7.7,7.2,3.6,1178,1
3868,3868,1994,110,487,9,68,45,2,0.101,0.168,0.165,0.321,0.276,0.353,0.441,0.794,0.349,107,0.4,4.8,15.8,3.6,48,1
3869,3869,1954,132,558,6,73,27,1,0.147,0.136,0.123,0.323,0.28,0.391,0.402,0.793,0.371,128,-0.9,16.8,1.4,3.6,1000025,0
3870,3870,1945,154,707,22,104,109,3,0.088,0.113,0.153,0.301,0.287,0.353,0.44,0.793,0.376,118,0.2,15.9,-4.9,3.6,1000047,0
3871,3871,1949,148,713,2,111,69,8,0.14,0.027,0.078,0.314,0.306,0.408,0.384,0.792,0.38,108,-0.3,7.0,5.0,3.6,1010219,0
3872,3872,1975,130,511,18,66,60,2,0.174,0.151,0.186,0.24,0.232,0.371,0.418,0.789,0.358,124,-1.4,12.2,5.1,3.6,1010450,0
3873,3873,1967,140,534,17,72,50,10,0.12,0.202,0.181,0.295,0.253,0.355,0.434,0.789,0.356,128,0.2,16.3,-2.5,3.6,1006574,0
3874,3874,1936,149,666,6,102,78,17,0.134,0.059,0.094,0.312,0.298,0.396,0.392,0.788,0.374,119,3.0,19.3,-2.9,3.6,1005183,0
3875,3875,1995,137,638,12,92,48,27,0.074,0.144,0.152,0.325,0.288,0.348,0.44,0.788,0.348,108,1.8,8.1,7.1,3.6,1008686,0
3876,3876,2018,145,606,20,81,72,33,0.058,0.18,0.182,0.312,0.277,0.327,0.46,0.787,0.337,112,2.1,10.8,5.2,3.6,9241,1
3877,3877,2005,162,739,15,111,68,33,0.065,0.089,0.133,0.316,0.303,0.35,0.436,0.786,0.331,106,8.1,13.1,-2.5,3.6,1101,1
3878,3878,1996,157,716,17,111,66,37,0.102,0.117,0.149,0.294,0.276,0.36,0.425,0.785,0.346,108,3.2,10.8,5.3,3.6,1008686,0
3879,3879,2003,135,553,7,86,45,11,0.08,0.17,0.115,0.36,0.303,0.366,0.418,0.784,0.345,109,5.3,11.3,7.2,3.6,950,1
3880,3880,1963,158,660,22,81,67,9,0.055,0.165,0.186,0.301,0.274,0.324,0.46,0.784,0.346,119,-0.6,13.7,0.9,3.6,1000201,0
3881,3881,1955,138,510,16,67,61,2,0.133,0.067,0.148,0.251,0.261,0.374,0.408,0.782,0.351,110,0.1,6.3,11.4,3.6,1007714,0
3882,3882,2011,133,590,11,77,48,3,0.103,0.119,0.123,0.316,0.29,0.369,0.413,0.782,0.348,116,-2.9,8.1,6.1,3.6,4191,1
3883,3883,1935,155,744,15,108,71,5,0.071,0.032,0.134,0.29,0.295,0.353,0.429,0.782,0.359,113,0.7,13.0,-1.7,3.6,1009117,0
3884,3884,1993,133,520,15,53,65,1,0.092,0.167,0.165,0.305,0.272,0.345,0.437,0.782,0.345,108,-0.1,5.2,12.0,3.6,1001630,0
